,strategy_norm_%,baseline_norm_%
2024-01-02,0.0,0.0
2024-01-03,-2.6228733472567045,-1.2988221391403765
2024-01-04,-3.115094337657831,-1.4442258797632057
2024-01-05,-3.42057083108831,-1.2357897511291238
2024-01-08,-1.9127838163711885,-0.08619022153307787
2024-01-09,-2.5735133247765773,-0.5110043690352506
2024-01-10,-2.527738360901255,-0.2912854236846063
2024-01-11,-2.830913550023051,-0.5454206757522839
2024-01-12,-4.181538107722494,-0.6644588132673657
2024-01-16,-3.9929599942977956,-1.2763603109119726
2024-01-17,-4.324146063441637,-2.0226136210100942
2024-01-18,-3.831698482009094,-1.4291682005882156
2024-01-19,-3.775437259519665,-0.5008941037390136
2024-01-22,-3.544478500764636,0.008222142571767677
2024-01-23,-2.4674237555036505,0.09586563133083814
2024-01-24,-2.644836146428764,-0.4228774879294406
2024-01-25,-4.204515964107958,0.4780729304920017
2024-01-26,-4.172735402292915,0.47223787511945226
2024-01-29,-2.0633394187601684,1.105813330181027
2024-01-30,-1.6473853351914536,1.1922940128647808
2024-01-31,-2.2279814237622153,-0.12285290107901803
2024-02-01,-0.8789338445922001,1.058674339377541
2024-02-02,-1.122028855412338,1.1263301308661822
2024-02-05,-1.9731274776449648,0.3143591022248371
2024-02-06,-1.8810894722730787,0.9683042814608411
2024-02-07,-0.9033400807672121,1.4539831986110974
2024-02-08,-0.9872618806621047,1.767416869872096
2024-02-09,0.1607002581411665,2.0560171287266726
2024-02-12,1.516070241678591,2.635333020793751
2024-02-13,-0.9713177475036749,1.006321896194251
2024-02-14,-0.4199143686617335,2.0765224338866517
2024-02-15,1.5052685968108603,3.3292029945577006
2024-02-16,1.9170315009201744,2.7309533397451347
2024-02-20,0.45122833029633824,2.35074926284502
2024-02-21,1.0491144630785376,2.510401199550971
2024-02-22,3.8148963195297814,3.922424374872069
2024-02-23,3.216809849052127,4.079929601454535
2024-02-26,3.1424136045239193,3.7660735567094594
2024-02-27,4.016445638812449,4.19792279793294
2024-02-28,3.8474101183727516,4.206042744333471
2024-02-29,5.095423723499337,4.8486626683039935
2024-03-01,6.033764877691872,5.547870351466777
2024-03-04,4.173526979946907,5.904078250542577
2024-03-05,3.413405326071217,5.262717702817343
2024-03-06,2.9751055997161435,6.038036863274487
2024-03-07,4.117745554169616,6.920244627182703
2024-03-08,4.217548704405849,6.673946792832619
2024-03-11,6.857200640419814,6.731759771280155
2024-03-12,6.652973512008442,7.194317520973548
2024-03-13,6.8767355503931205,7.242952369673783
2024-03-14,6.062375867019765,6.296746340335324
2024-03-15,6.372273714933829,6.016444242736818
2024-03-18,7.380538343294729,6.277855623419293
2024-03-19,7.150264395294359,6.859540170553591
2024-03-20,8.384642179732115,7.795844265025864
2024-03-21,8.598268077905358,8.657815734230635
2024-03-22,7.611761559232932,8.01978859383179
2024-03-25,7.372130051263048,7.85854113377793
2024-03-26,7.244195526982122,7.677215959423944
2024-03-27,9.395803489096144,9.204015497204598
2024-03-28,9.618873069993317,9.625174654248813
2024-04-01,8.336800019857392,9.035357322742609
2024-04-02,4.953588098139394,8.093266002594124
2024-04-03,5.628710782579027,8.330311842673233
2024-04-04,4.2538088789706885,7.104075194709458
2024-04-05,4.971341396056395,7.934891868497962
2024-04-08,6.86036941391388,8.16145536151518
2024-04-09,7.800548683750597,8.433226095527457
2024-04-10,7.202508600795876,6.733971293698526
2024-04-11,8.080665058994008,6.7537129696732645
2024-04-12,5.046990858580136,5.068940843269387
2024-04-15,3.1146932939990712,4.052834508696157
2024-04-16,3.3545089449374066,3.620215956832884
2024-04-17,5.086315861820334,3.269555121153589
2024-04-18,5.1957724740779865,3.091697150770778
2024-04-19,5.168155405187136,3.1352609860787917
2024-04-22,6.727180410861022,3.9925268801148217
2024-04-23,11.856894216770009,4.9854836564444005
2024-04-24,11.420034535685497,5.14859502737921
2024-04-25,10.557209154205992,4.90805796257896
2024-04-26,12.389338883870217,5.164986296268981
2024-04-29,13.498220796234573,5.866529042683033
2024-04-30,11.438837218007802,4.241280423245053
2024-05-01,11.625302783822633,3.713317795076576
2024-05-02,12.473018219597943,4.448189314493023
2024-05-03,14.268813073791641,5.226518543071035
2024-05-06,16.324296849923,6.187870653902561
2024-05-07,18.152204736854394,6.398730385812734
2024-05-08,19.130443943285425,6.41308831412899
2024-05-09,19.754254842316787,7.303719459650027
2024-05-10,20.35925872214772,7.487139508943752
2024-05-13,20.87744507999183,7.353453421290945
2024-05-14,20.99720882761438,7.858430102349856
2024-05-15,22.628616650588285,8.97871192281543
2024-05-16,21.198783676482048,8.685602889345901
2024-05-17,21.23738627308771,8.899186816653405
2024-05-20,22.312833862273827,8.917385727760351
2024-05-21,21.37413326649249,8.82379078945046
2024-05-22,20.774003725515875,8.433897510768485
2024-05-23,19.123796900596158,7.003943291026871
2024-05-24,18.662934699022028,7.910197498932248
2024-05-28,17.90096302252855,7.2013600238519215
2024-05-29,16.715889715024623,6.015999877656686
2024-05-30,15.366491314785424,6.418672639727885
2024-05-31,17.097119733171763,7.55305005326572
2024-06-03,16.79861244527554,6.964036838022558
2024-06-04,17.45145281789413,6.6895365149888475
2024-06-05,18.29075919818486,7.546825501041443
2024-06-06,18.877942258976343,7.248658387102558
2024-06-07,18.829263565807274,6.878959811713958
2024-06-10,19.125854751190484,7.374147608073489
2024-06-11,19.171004600124377,7.050431244649857
2024-06-12,19.000518652589914,7.712594982033916
2024-06-13,17.725779047281854,7.516851138008196
2024-06-14,18.10571707553428,6.799113458191597
2024-06-17,18.436807680466096,7.588646658485265
