date,equity
2024-01-02,216829.91895261453
2024-01-03,215954.63485292607
2024-01-04,215809.93980497684
2024-01-05,218104.49251882028
2024-01-08,225829.69968434412
2024-01-09,228019.25292143505
2024-01-10,233217.02272369794
2024-01-11,233643.5666459729
2024-01-12,234778.68729297863
2024-01-16,234314.563626563
2024-01-17,232859.9094211746
2024-01-18,235755.01909519895
2024-01-19,239244.28323939547
2024-01-22,238494.33687721097
2024-01-23,240307.28233864257
2024-01-24,242318.39552648965
2024-01-25,245586.5868957779
2024-01-26,246898.99697515246
2024-01-29,251459.8665139443
2024-01-30,250331.52373143195
2024-01-31,244861.0336691651
2024-02-01,251060.50691026222
2024-02-02,267118.8384726857
2024-02-05,267261.17948503955
2024-02-06,264854.850789065
2024-02-07,272020.5390980636
2024-02-08,271494.00081151526
2024-02-09,275887.9231159403
2024-02-12,276353.52192660776
2024-02-13,271178.8921067834
2024-02-14,278934.9431806891
2024-02-15,285270.6231992668
2024-02-16,278958.5178040141
2024-02-20,272424.03381612175
2024-02-21,267671.8564705142
2024-02-22,294267.5272553698
2024-02-23,294183.9516584535
2024-02-26,293916.4584377475
2024-02-27,293838.9063611773
2024-02-28,291720.66003186814
2024-02-29,296778.6772250026
2024-03-01,304002.66719109804
2024-03-04,307140.367325007
2024-03-05,303080.86896704906
2024-03-06,305967.2477158245
2024-03-07,314457.09123939765
2024-03-08,306577.2056738528
2024-03-11,299585.37358149997
2024-03-12,312723.7990926497
2024-03-13,310637.50708350446
2024-03-14,308990.74019736
2024-03-15,305090.1066841848
2024-03-18,310708.16679170757
2024-03-19,312330.5972094089
2024-03-20,315622.96816075675
2024-03-21,317043.58138862584
2024-03-22,322477.5307919169
2024-03-25,320569.35642515915
2024-03-26,317447.5273606883
2024-03-27,315215.98023402214
2024-03-28,313895.230755847
2024-04-01,317976.33185423835
2024-04-02,317063.9678024761
2024-04-03,318135.46113462606
2024-04-04,313350.58126198663
2024-04-05,320236.46819276665
2024-04-08,320313.0146619131
2024-04-09,321339.126502418
2024-04-10,321771.73771173495
2024-04-11,326522.73961787054
2024-04-12,321383.3013266106
2024-04-15,316292.4533561161
2024-04-16,315564.8170080817
2024-04-17,314893.714475216
2024-04-18,313665.39368133614
2024-04-19,307746.656764513
2024-04-22,312120.4978853781
2024-04-23,316074.92958369537
2024-04-24,317812.48290568497
2024-04-25,311561.28532197967
2024-04-26,343416.42955842696
2024-04-29,340437.88879568875
2024-04-30,332628.12798959145
2024-05-01,331511.0616412794
2024-05-02,340615.82334757084
2024-05-03,345855.86878696166
2024-05-06,349057.5101387127
2024-05-07,352370.36385441467
2024-05-08,349730.9736152857
2024-05-09,351723.7071348318
2024-05-10,348493.2366499334
2024-05-13,350009.5607171282
2024-05-14,353104.71987772954
2024-05-15,361694.0398067377
2024-05-16,362894.0703193124
2024-05-17,361191.69884077145
2024-05-20,366245.2769093558
2024-05-21,368730.3059448693
2024-05-22,367581.48016124876
2024-05-23,376158.0683893601
2024-05-24,381524.23311987263
2024-05-28,390455.58162159636
2024-05-29,391420.1095058413
2024-05-30,382636.55324233393
2024-05-31,382379.573478695
2024-06-03,390294.45768119185
2024-06-04,392635.39429558103
2024-06-05,401819.27058364276
2024-06-06,400196.58306567057
2024-06-07,399989.20497280575
2024-06-10,402973.705195204
2024-06-11,400095.08524677035
2024-06-12,414290.8334537747
2024-06-13,428883.6655267062
2024-06-14,436395.168657217
2024-06-17,433417.039662743
2024-06-18,448638.5878567314
2024-06-20,432755.2332195231
2024-06-21,418824.20758980804
2024-06-24,390829.7950417333
2024-06-25,417235.87212608923
2024-06-26,418261.6721130734
2024-06-27,410286.9044723098
2024-06-28,408797.83997507277
2024-07-01,412335.8120596792
2024-07-02,417295.99880440754
2024-07-03,416154.8527722841
2024-07-05,429524.133175242
2024-07-08,432806.7576235877
2024-07-09,438287.95645898674
2024-07-10,444796.0466953478
2024-07-11,426888.3909141299
2024-07-12,429427.50219262356
2024-07-15,431693.43315632106
2024-07-16,428628.9786270547
2024-07-17,409191.1950244596
2024-07-18,409964.0494962756
2024-07-19,404835.23773234256
2024-07-22,414089.967685769
2024-07-23,413725.72973930964
2024-07-24,393332.4127805086
2024-07-25,386382.80232648377
2024-07-26,387345.41462885507
2024-07-29,387843.0138034559
2024-07-30,388838.21215265756
2024-07-31,394667.23105512955
2024-08-01,388056.27059257
2024-08-02,390721.98045650474
2024-08-05,376345.3554666324
2024-08-06,381880.6216684673
2024-08-07,382112.9058759898
2024-08-08,393502.4693701963
2024-08-09,399363.73010646686
2024-08-12,402207.8854170667
2024-08-13,409123.057997674
2024-08-14,409955.09747929795
2024-08-15,415502.0273567925
2024-08-16,417961.1662691484
2024-08-19,424415.179649132
2024-08-20,421048.32556639065
2024-08-21,424605.2533836366
2024-08-22,417276.2990709556
2024-08-23,423958.02907917614
2024-08-26,419149.6282358649
2024-08-27,421148.47006084886
2024-08-28,416629.6512785928
2024-08-29,410310.1664643147
2024-08-30,412589.4535280849
2024-09-03,393228.75706439064
2024-09-04,390271.8945293643
2024-09-05,393429.81349261804
2024-09-06,383069.89332980243
2024-09-09,383226.0218072947
2024-09-10,381838.21311848145
2024-09-11,386261.8533140742
2024-09-12,386452.67700878624
2024-09-13,385984.2915763112
2024-09-16,382598.28536840744
2024-09-17,383824.11154103413
2024-09-18,379818.62515076733
2024-09-19,389407.7456187936
2024-09-20,387559.2610435522
2024-09-23,387594.8202156463
2024-09-24,386870.16483911255
2024-09-25,386212.45633403625
2024-09-26,385702.32322318363
2024-09-27,382727.85452730895
2024-09-30,385435.1081265885
2024-10-01,378509.2353853453
2024-10-02,378611.40564660006
2024-10-03,374828.3506733916
2024-10-04,380409.80488152255
2024-10-07,376295.14029708575
2024-10-08,384033.1398830022
2024-10-09,383616.90060194005
2024-10-10,384110.8808740508
2024-10-11,385115.48488563346
2024-10-14,388442.22262816154
2024-10-15,389245.5415324706
2024-10-16,384399.6217974358
2024-10-17,384758.41935787036
2024-10-18,387020.00864610076
2024-10-21,387798.9678893408
2024-10-22,389587.84544824716
2024-10-23,379238.5914021335
2024-10-24,380455.07164072804
2024-10-25,382982.94183897745
2024-10-28,380222.99694229884
2024-10-29,382198.25162325497
2024-10-30,377016.5903711589
2024-10-31,359225.7691009089
2024-11-01,366369.15589230845
2024-11-04,362186.9725520881
2024-11-05,366164.55995830393
2024-11-06,380429.235594564
2024-11-07,387703.1515815819
2024-11-08,383405.80434542894
2024-11-11,381964.6484057742
2024-11-12,386768.522714388
2024-11-13,386242.54653721844
2024-11-14,382693.60210851795
2024-11-15,370896.0667771949
2024-11-18,370761.34159439884
2024-11-19,380531.73387067724
2024-11-20,376966.98711942544
2024-11-21,368915.44804353407
2024-11-22,361979.49270879803
2024-11-25,361164.06111736316
2024-11-26,367002.2651832096
2024-11-27,364293.3208234833
2024-11-29,369342.6839760008
2024-12-02,374371.4000576584
2024-12-03,377639.4566374363
2024-12-04,382429.7953503353
2024-12-05,385372.55301186035
2024-12-06,389382.51209974114
2024-12-09,387274.23672637186
2024-12-10,387888.23639648495
2024-12-11,394542.4440701637
2024-12-12,394202.72054676723
2024-12-13,389939.0607289535
2024-12-16,397427.6032739151
2024-12-17,395898.5434703138
2024-12-18,380517.7539539103
2024-12-19,381428.1698345678
2024-12-20,381899.3374571615
2024-12-23,383562.3037440319
2024-12-24,387985.6427814458
2024-12-26,386923.13415863394
2024-12-27,381161.370242638
2024-12-30,378919.4439603762
2024-12-31,373788.43168187106
2025-01-02,374336.047082
2025-01-03,381360.3801417937
2025-01-06,391030.99406137614
2025-01-07,378823.376246128
2025-01-08,377787.5936676684
2025-01-10,371017.227722711
2025-01-13,368570.65946244495
2025-01-14,364478.42016311997
2025-01-15,376021.73892757436
2025-01-16,371633.37103755935
2025-01-17,376901.0118212092
2025-01-21,380712.1894259475
2025-01-22,388491.44020566664
2025-01-23,388618.779126929
2025-01-24,388955.2302577991
2025-01-27,384891.9180540493
2025-01-28,392655.24145504815
2025-01-29,391519.46451927116
2025-01-30,388756.71449027007
2025-01-31,391888.0370957853
