name,final_equity,sharpe,max_drawdown,turnover_mean,var_95,cvar_95
agg_bayes,418193.3428248563,2.0562388419,-0.1675589418,0.0808916856,-0.02569551,-0.0400932925
agg_precision,418193.3428248563,2.0562388419,-0.1675589418,0.0808916856,-0.02569551,-0.0400932925
agg_median,418193.3428248563,2.0562388419,-0.1675589418,0.0808916856,-0.02569551,-0.0400932925
