name,final_equity,sharpe,max_drawdown,turnover_mean,var_95,cvar_95
consensus_topk_1,418193.3428248563,2.0562388419,-0.1675589418,0.0808916856,-0.02569551,-0.0400932925
consensus_topk_2,418193.3428248563,2.0562388419,-0.1675589418,0.0808916856,-0.02569551,-0.0400932925
consensus_topk_3,418193.3428248563,2.0562388419,-0.1675589418,0.0808916856,-0.02569551,-0.0400932925
consensus_topk_5,418193.3428248563,2.0562388419,-0.1675589418,0.0808916856,-0.02569551,-0.0400932925
