date,symbol,router,aggregator,weights,mu,var
2023-03-03,AMZN,diversity,precision,"{'heur': 0.10833529290191671, 'rl': 0.8916647070980833}",-0.1470399678551724,0.05301465987627292
2023-03-03,META,diversity,precision,"{'heur': 0.8321516154873514, 'rl': 0.16784838451264864}",0.9210214000295455,0.045430285925351144
2023-03-10,NVDA,diversity,precision,"{'heur': 0.9017546248038208, 'rl': 0.09824537519617921}",1.424744070633311,0.05418796731689764
2023-03-10,MSFT,diversity,precision,"{'heur': 0.09556769324839968, 'rl': 0.9044323067516002}",-0.14690806184257865,0.05358963725176292
2023-03-10,AAPL,diversity,precision,"{'heur': 0.38458525442987745, 'rl': 0.6154147455701225}",-0.11168097146262995,0.006517989076621924
2023-03-10,GOOGL,diversity,precision,"{'heur': 0.08605070169152762, 'rl': 0.9139492983084723}",-0.129259991018666,0.053927969415648036
2023-03-10,AMZN,diversity,precision,"{'heur': 0.08715814300936768, 'rl': 0.9128418569906322}",-0.13265556944298929,0.05390003032595695
2023-03-10,META,diversity,precision,"{'heur': 0.7873883345270298, 'rl': 0.21261166547297009}",0.7402176638955914,0.03537067478222911
2023-03-17,NVDA,diversity,precision,"{'heur': 0.9456627201325901, 'rl': 0.05433727986740975}",1.92186501077871,0.05218393361338672
2023-03-17,MSFT,diversity,precision,"{'heur': 0.7805282733411176, 'rl': 0.21947172665888243}",0.6826398290697517,0.03394235383790997
2023-03-17,AAPL,diversity,precision,"{'heur': 0.8085640792359852, 'rl': 0.1914359207640149}",0.8308039643099138,0.039471084988645364
2023-03-17,GOOGL,diversity,precision,"{'heur': 0.5161686632283151, 'rl': 0.48383133677168483}",0.03198061803660999,0.00030253163012832244
2023-03-17,AMZN,diversity,precision,"{'heur': 0.48534789878007056, 'rl': 0.5146521012199294}",-0.01424437980444356,0.0002943791109240124
2023-03-17,META,diversity,precision,"{'heur': 0.944551265298601, 'rl': 0.055448734701399126}",1.876597777485304,0.05194531025860987
2023-03-24,NVDA,diversity,precision,"{'heur': 0.9529086266430371, 'rl': 0.04709137335696286}",2.046123780525436,0.050000014906344786
2023-03-24,MSFT,diversity,precision,"{'heur': 0.9257327147081343, 'rl': 0.07426728529186573}",1.6364199783327593,0.05375148070561163
2023-03-24,AAPL,diversity,precision,"{'heur': 0.9220836161264374, 'rl': 0.07791638387356259}",1.6075455433239205,0.05383762384902964
2023-03-24,GOOGL,diversity,precision,"{'heur': 0.8485236522496935, 'rl': 0.1514763477503066}",1.0304623550613774,0.04691809826847765
2023-03-24,AMZN,diversity,precision,"{'heur': 0.5103756568269342, 'rl': 0.48962434317306586}",0.023002173538949868,0.00023055200351407323
2023-03-24,META,diversity,precision,"{'heur': 0.954878136399167, 'rl': 0.045121863600833166}",2.0451056657484172,0.0495253009503872
2023-03-31,NVDA,diversity,precision,"{'heur': 0.9531831288432858, 'rl': 0.04681687115671416}",2.0488100428236886,0.04988950072035026
2023-03-31,MSFT,diversity,precision,"{'heur': 0.9319836944468948, 'rl': 0.06801630555310535}",1.7152001564658608,0.05333600019349933
2023-03-31,AAPL,diversity,precision,"{'heur': 0.9325760080706227, 'rl': 0.06742399192937719}",1.7269639147039892,0.053248687389330626
2023-03-31,GOOGL,diversity,precision,"{'heur': 0.8408225544239458, 'rl': 0.15917744557605418}",0.996428044567215,0.045623435500160334
2023-03-31,AMZN,diversity,precision,"{'heur': 0.5605878301476523, 'rl': 0.4394121698523476}",0.10268045911693753,0.0019618035047875115
2023-03-31,META,diversity,precision,"{'heur': 0.9445947287405807, 'rl': 0.05540527125941924}",1.882456820353522,0.05191985290847401
2023-04-14,NVDA,diversity,precision,"{'heur': 0.9297970722415764, 'rl': 0.07020292775842357}",1.7269253473971478,0.05354710258265669
2023-04-14,MSFT,diversity,precision,"{'heur': 0.890678112765506, 'rl': 0.10932188723449414}",1.3251308036171996,0.05262897525212916
2023-04-14,AAPL,diversity,precision,"{'heur': 0.8920388989036483, 'rl': 0.10796110109635185}",1.3372781529288185,0.05269230262121363
