date,symbol,side,price,quantity
2022-09-23,NVDA,BUY,12.5028125810828,7998.200353039248
2022-09-30,NVDA,SELL,12.1262098051905,5332.133568692831
2022-09-30,GOOGL,BUY,95.1890322148502,339.6324600576263
2022-09-30,META,BUY,135.049136651262,239.38905485281458
2022-10-07,GOOGL,SELL,98.2044296807257,339.63246005762625
2022-10-07,META,SELL,132.829505351643,239.38905485281458
2022-10-07,NVDA,BUY,12.0632761848159,1367.3665980767055
2022-10-07,AAPL,BUY,138.0840148996,352.36823683468396
2022-10-14,NVDA,SELL,11.2151707292919,4033.4333824231217
2022-10-14,AAPL,SELL,136.398500833798,352.36823683468396
2022-10-14,AMZN,BUY,106.9,436.3804642413479
2022-10-14,META,BUY,126.170611452786,369.73009078945876
2022-10-21,AMZN,SELL,119.32,436.3804642413479
2022-10-21,NVDA,BUY,12.4528652633252,4011.6881612327506
2022-10-21,META,BUY,129.40550011815,16.32005471978504
2022-10-28,NVDA,SELL,13.8194238771732,626.6942949890728
2022-10-28,META,SELL,98.7387555704982,386.05014550924386
2022-10-28,AAPL,BUY,153.509918484287,304.72731352561357
2022-11-04,AAPL,SELL,136.625207404052,304.72731352561357
2022-11-04,NVDA,BUY,14.1410846035322,2944.147042421146
2022-11-11,NVDA,SELL,16.3097971405672,4219.427272443216
2022-11-11,MSFT,BUY,241.526922822826,142.464455015244
2022-11-11,AAPL,BUY,147.801658826323,232.80524525029668
2022-11-18,MSFT,SELL,236.433232658282,0.16617879845246655
2022-11-18,AAPL,SELL,149.371496084398,7.567885181093284
2022-11-18,NVDA,BUY,15.3927643865377,75.99132247065724
2022-11-25,AAPL,SELL,146.231821568248,225.2373600692034
2022-11-25,NVDA,BUY,16.2528571983236,982.3339095497852
2022-11-25,MSFT,BUY,242.57881083906,69.96133189233481
2022-12-02,NVDA,SELL,16.86220337753,1063.205263971974
2022-12-02,MSFT,SELL,249.959385592053,70.26801124632009
2022-12-02,META,BUY,122.91581578025,288.75154987796435
2022-12-09,META,SELL,115.361106558677,288.75154987796435
2022-12-09,NVDA,BUY,16.9871011863823,933.4064493472987
2022-12-09,MSFT,BUY,240.549887898995,72.56219765398413
2022-12-16,MSFT,SELL,239.834374011918,214.5537945167904
2022-12-16,NVDA,BUY,16.5574527239304,34.78370034630623
2022-12-16,GOOGL,BUY,89.8250083399098,566.4507743013684
2022-12-23,NVDA,SELL,15.1935686512634,3073.023753963682
2022-12-23,GOOGL,SELL,88.7999722376485,202.37029108831499
2022-12-23,AAPL,BUY,130.187887326913,248.33598167550358
2022-12-23,AMZN,BUY,85.25,379.24148740866616
2022-12-30,AAPL,SELL,128.282361598558,248.33598167550358
2022-12-30,GOOGL,SELL,87.8047915558414,364.0804832130534
2022-12-30,AMZN,SELL,84.0,379.24148740866616
2022-12-30,META,BUY,119.780462150744,798.8065863297026
2023-01-13,META,SELL,136.343092117408,798.8065863297026
2023-01-13,NVDA,BUY,16.8851845743588,3225.0686838606466
2023-01-13,AMZN,BUY,98.12,554.9926619646496
2023-01-20,AMZN,SELL,97.25,554.9926619646496
2023-01-20,NVDA,BUY,17.824416096928,3028.0395207652446
2023-02-03,NVDA,SELL,21.0827501342666,3126.5541023129454
2023-02-03,META,BUY,185.662702384728,355.03285298378864
2023-02-10,NVDA,SELL,21.2476152419516,115.07949816499251
2023-02-10,META,BUY,173.340264945587,14.106156466382433
2023-02-17,NVDA,SELL,21.3705146858623,1016.8761106325924
2023-02-17,META,SELL,172.076169990199,121.42547421460259
2023-02-17,AAPL,BUY,150.844917235758,282.57893722364264
2023-02-24,AAPL,SELL,145.070192118375,282.57893722364264
2023-02-24,NVDA,BUY,23.2669630154754,786.4625248530078
2023-02-24,META,BUY,169.597747597351,133.81773375144874
2023-03-03,META,SELL,184.388653925754,10.751219163850756
2023-03-03,NVDA,BUY,23.8704692278497,83.04833938372377
2023-03-10,META,SELL,178.675342867542,1.448059942047755
2023-03-10,NVDA,BUY,22.9501667383651,11.273670016769081
2023-03-17,NVDA,SELL,25.7083840341582,39.13770050110067
2023-03-17,META,BUY,194.700483640576,5.167768543161823
2023-03-24,NVDA,SELL,26.7617032478415,1409.815864458013
2023-03-24,META,SELL,205.052127369741,188.33401375556357
2023-03-24,MSFT,BUY,275.696718931848,138.46259083383916
2023-03-24,AAPL,BUY,158.458852750116,240.90595965560203
2023-03-31,NVDA,SELL,27.7590586323348,9.093647148594448
2023-03-31,MSFT,BUY,283.292454888448,0.41829826057201436
2023-03-31,AAPL,BUY,163.056878742553,0.38351130725916566
2023-03-31,META,BUY,210.954554996083,0.33844344600071063
2023-04-14,AAPL,SELL,163.363413808716,0.2864199935871908
2023-04-14,META,SELL,220.46015092046,7.918257821758314
2023-04-14,NVDA,BUY,26.7407168118953,54.99125102177166
2023-04-14,MSFT,BUY,281.169972396048,1.1450205329497196
2023-04-21,NVDA,SELL,27.1014836393522,29.7009809359407
2023-04-21,MSFT,SELL,280.79657269831,0.7887854528395782
2023-04-21,AAPL,SELL,163.175537477842,1.4003025126696569
2023-04-21,META,BUY,211.900137836728,5.92224256485918
2023-04-28,NVDA,SELL,27.7310767177398,1442.6260857469842
2023-04-28,AAPL,SELL,167.78345169822,239.60274845660433
2023-04-28,MSFT,BUY,301.923134543963,136.29773073133256
2023-04-28,META,BUY,239.202598172401,163.27378145579422
2023-05-05,MSFT,SELL,305.254252900092,140.65675861876358
2023-05-05,META,SELL,231.697656468756,170.08437574421362
2023-05-05,NVDA,BUY,28.6614753780236,1436.4966203474457
