,turnover
2022-09-21,0.0
2022-09-22,0.0
2022-09-23,0.5
2022-09-26,0.0035138988160945683
2022-09-27,0.006651435476634229
2022-09-28,0.008328752289386614
2022-09-29,0.005483743644576482
2022-09-30,0.7777777777777778
2022-10-03,0.008764211610493275
2022-10-04,0.016729979903351386
2022-10-05,0.005944638537235328
2022-10-06,0.006758624162803754
2022-10-07,0.4510305687008966
2022-10-10,0.0078440003021438
2022-10-11,0.008227899107564385
2022-10-12,0.005576183719794681
2022-10-13,0.010038216114335086
2022-10-14,0.7249722570517454
2022-10-17,0.008092310983880566
2022-10-18,0.006471681979561078
2022-10-19,0.008955651367451842
2022-10-20,0.01975988862579367
2022-10-21,0.4285714285714286
2022-10-24,0.0064461342561155655
2022-10-25,0.006246252360697882
2022-10-26,0.0072811216995596895
2022-10-27,0.005924137213882519
2022-10-28,0.7212889698968399
2022-10-31,0.005429204650443609
2022-11-01,0.003340597504552567
2022-11-02,0.005425558170087899
2022-11-03,0.009729881791659206
2022-11-04,0.5
2022-11-07,0.004432625402209511
2022-11-08,0.006448563986927253
2022-11-09,0.004352860440689818
2022-11-10,0.012433196308558325
2022-11-11,0.6999999999999997
2022-11-14,0.006891414008509414
2022-11-15,0.008240804637986814
2022-11-16,0.011138443467751315
2022-11-17,0.00794297211158311
2022-11-18,0.7069879761682194
2022-11-21,0.0036319475348605065
2022-11-22,0.007077157139545626
2022-11-23,0.003683573148208885
2022-11-25,0.7551191799334933
2022-11-28,0.004913308492366555
2022-11-29,0.005073467721193672
2022-11-30,0.008553140547305507
2022-12-01,0.009545753101868684
2022-12-02,1.0
2022-12-05,0.004817437007036615
2022-12-06,0.009236484895706387
2022-12-07,0.005050145396997149
2022-12-08,0.002962917726162889
2022-12-09,0.7207900502766182
2022-12-12,0.006538747738798742
2022-12-13,0.01720003422710463
2022-12-14,0.008481412905000027
2022-12-15,0.017918644443239026
2022-12-16,0.5
2022-12-19,0.008260815813996167
2022-12-20,0.003653703401870753
2022-12-21,0.004774892857360866
2022-12-22,0.00919711202598035
2022-12-23,0.5149914482279717
2022-12-27,0.018519526208601658
2022-12-28,0.011645578140415488
2022-12-29,0.005325715213739507
2022-12-30,0.7
2023-01-03,0.012830264823781787
2023-01-04,0.010782546149513218
2023-01-05,0.005382527042779743
2023-01-06,0.7036114569472992
2023-01-09,0.01188572904717844
2023-01-10,0.009888035102863513
2023-01-11,0.005230058921548472
2023-01-12,0.0069205182255147185
2023-01-13,0.8333333333333331
2023-01-17,0.007583501422697023
2023-01-18,0.00882433013393287
2023-01-19,0.01422487968380122
2023-01-20,0.7
2023-01-23,0.010142327209450588
2023-01-24,0.006753865624753101
2023-01-25,0.005449789672895118
2023-01-26,0.011000964500777977
2023-01-27,0.6989614718323257
2023-01-30,0.009283206369307809
2023-01-31,0.005326805831463215
2023-02-01,0.016043243360637276
2023-02-02,0.013041375643892981
2023-02-03,0.4460020153790235
2023-02-06,0.0019378888309664472
2023-02-07,0.01078258165030195
2023-02-08,0.011570597741116795
2023-02-09,0.021381248234663655
2023-02-10,0.3709604895959744
2023-02-13,0.0077737493387177725
2023-02-14,0.00792455689759225
2023-02-15,0.02229219610256354
2023-02-16,0.008583300103974192
2023-02-17,0.523218400490719
2023-02-21,0.007688381163443031
2023-02-22,0.003902387585606057
2023-02-23,0.013055037136049719
2023-02-24,0.6764234137318821
2023-02-27,0.00814369716542579
2023-02-28,0.0017947665044172612
2023-03-01,0.004723602009603256
2023-03-02,0.00525412916482261
2023-03-03,1.0
2023-03-06,0.001867722785678795
2023-03-07,0.003749413042984172
2023-03-08,0.005950273078536537
2023-03-09,0.003979056232659699
2023-03-10,0.896803339702253
2023-03-13,0.01974535667249288
2023-03-14,0.011273550976520677
2023-03-15,0.012853816175466902
2023-03-16,0.012484893761618467
2023-03-17,0.7573415630433816
2023-03-20,0.008271696043072305
2023-03-21,0.012465431621418693
2023-03-22,0.008980234613470889
2023-03-23,0.0035418905113513144
2023-03-24,0.7109132981544337
2023-03-27,0.011608120149594628
2023-03-28,0.010336228493751681
2023-03-29,0.007980886989389757
2023-03-30,0.005660233567036155
2023-03-31,0.6777477536813405
2023-04-03,0.010476897861635623
2023-04-04,0.007021557119178873
2023-04-05,0.009139288807772691
2023-04-06,0.009888216301260577
2023-04-10,0.007987560241230665
2023-04-11,0.004118675371372046
2023-04-12,0.006898492761770944
2023-04-13,0.0016205604790173883
2023-04-14,0.7272727272727273
2023-04-17,0.011257267212455437
2023-04-18,0.0036189722846943218
2023-04-19,0.008866501499644547
2023-04-20,0.006568450604684896
2023-04-21,0.8198158747080856
2023-04-24,0.018129014221424752
2023-04-25,0.010685136636321986
2023-04-26,0.007918056760673968
2023-04-27,0.004693574493707463
2023-04-28,0.8746108637012759
2023-05-01,0.005291120216594378
2023-05-02,0.008002801665387513
2023-05-03,0.015724462716235815
2023-05-04,0.005483893938437498
2023-05-05,0.9999999999999998
2023-05-08,0.009383133567756524
2023-05-09,0.004448445028718724
2023-05-10,0.006181542332219313
2023-05-11,0.006335990029533306
2023-05-12,0.7831157458559845
2023-05-15,0.004973343065816115
2023-05-16,0.011380197143067039
2023-05-17,0.007413943809507995
2023-05-18,0.007787971117658214
2023-05-19,0.8683853582724451
2023-05-22,0.001621350948752931
2023-05-23,0.009665173246173206
2023-05-24,0.00817238301577794
2023-05-25,0.03160377425317436
2023-05-26,0.5714285714285714
2023-05-30,0.01643964177827957
2023-05-31,0.01039731844369543
2023-06-01,0.008044168744035685
2023-06-02,0.7191351667308885
