date,equity
2024-01-02,234593.8333357718
2024-01-03,227476.78724167723
2024-01-04,227573.51610258027
2024-01-05,228129.64314242147
2024-01-08,234197.81985292007
2024-01-09,235138.58017895537
2024-01-10,234200.2033995472
2024-01-11,233821.05843583844
2024-01-12,230119.95683377548
2024-01-16,228196.03981247707
2024-01-17,225209.590639311
2024-01-18,225719.92368080677
2024-01-19,234345.44782075554
2024-01-22,236508.3327267126
2024-01-23,241064.27252884195
2024-01-24,241127.6025015091
2024-01-25,239688.2760308648
2024-01-26,240088.6328079772
2024-01-29,246063.0374345243
2024-01-30,248617.71951340899
2024-01-31,248072.4544867128
2024-02-01,252556.05100053482
2024-02-02,250930.35208895354
2024-02-05,251007.4922600577
2024-02-06,254306.81339831027
2024-02-07,256633.50810562525
2024-02-08,255643.51845170895
2024-02-09,255731.57288074438
2024-02-12,260531.98721061158
2024-02-13,254806.23422187683
2024-02-14,260400.30967826708
2024-02-15,269192.261710152
2024-02-16,259061.45592301825
2024-02-20,255967.34391527766
2024-02-21,256522.55440107873
2024-02-22,256692.3474378209
2024-02-23,257055.26215642967
2024-02-26,256057.67895576757
2024-02-27,255219.07280566654
2024-02-28,253623.44778704995
2024-02-29,255548.205193999
2024-03-01,260841.79277590988
2024-03-04,255779.9775651142
2024-03-05,253863.09110714553
2024-03-06,257030.4877183737
2024-03-07,261672.36762716918
2024-03-08,264252.343614397
2024-03-11,269659.8867403101
2024-03-12,268988.59239311574
2024-03-13,270225.06511763635
2024-03-14,267409.10507176846
2024-03-15,267190.5518819879
2024-03-18,269559.03700039245
2024-03-19,271802.2261258098
2024-03-20,274915.98918464663
2024-03-21,276148.9792673674
2024-03-22,274585.12522121775
2024-03-25,279102.30201591377
2024-03-26,276845.7037342008
2024-03-27,280505.4595722202
2024-03-28,278892.6483931456
2024-04-01,277331.00720571843
2024-04-02,273705.0657929349
2024-04-03,279105.7885241911
2024-04-04,273412.37136313826
2024-04-05,273617.64807824057
2024-04-08,277896.4073013737
2024-04-09,280136.3385483031
2024-04-10,278196.2974566834
2024-04-11,279802.9643944533
2024-04-12,272952.9413388809
2024-04-15,266903.3825480498
2024-04-16,265835.10706875194
2024-04-17,270085.3429099053
2024-04-18,269702.0888696948
2024-04-19,273140.4922745898
2024-04-22,274770.1485597228
2024-04-23,280911.29924648185
2024-04-24,281196.4999667416
2024-04-25,279115.5999120753
2024-04-26,281206.6615930933
2024-04-29,282758.011129045
2024-04-30,275807.4418854609
2024-05-01,281193.29456998967
2024-05-02,291237.6692038635
2024-05-03,289138.4805931485
2024-05-06,294287.1845611253
2024-05-07,297493.9303703554
2024-05-08,298812.3021201693
2024-05-09,299352.14675547526
2024-05-10,299779.0519125111
2024-05-13,300627.5827423402
2024-05-14,301285.9428149968
2024-05-15,304597.52046413225
2024-05-16,301659.0174081559
2024-05-17,302000.19766424375
2024-05-20,305653.5043830777
2024-05-21,303457.3749243805
2024-05-22,300029.44380276755
2024-05-23,294803.30141144915
2024-05-24,295161.78289508115
2024-05-28,294307.9971536419
2024-05-29,291036.07922201906
2024-05-30,285292.9618407112
2024-05-31,289887.0809843401
2024-06-03,288812.23794099444
2024-06-04,289849.12907452637
2024-06-05,293762.800389142
2024-06-06,292600.6072687749
2024-06-07,291661.64005042805
2024-06-10,290127.383639586
2024-06-11,289296.8457671021
2024-06-12,291499.2546058792
2024-06-13,289900.6134448637
2024-06-14,288970.35533075273
2024-06-17,290910.4492855569
2024-06-18,290995.9555367926
2024-06-20,297241.4622860602
2024-06-21,300097.8419604839
2024-06-24,297314.2197325206
2024-06-25,303370.9417946587
2024-06-26,305372.4110787516
2024-06-27,308307.12197607313
2024-06-28,307096.71624608914
2024-07-01,303906.3430849132
2024-07-02,304280.52132018673
2024-07-03,302649.7375251394
2024-07-05,303758.51531211217
2024-07-08,302143.3597571274
2024-07-09,299650.3758388752
2024-07-10,300685.83278709254
2024-07-11,308755.03971284156
2024-07-12,312315.28555385646
2024-07-15,314924.20738510095
2024-07-16,322132.40518025163
2024-07-17,319519.1132702077
2024-07-18,317240.13737578096
2024-07-19,315087.75450541306
