date,symbol,side,price,quantity
2022-07-01,NVDA,BUY,14.5034676496779,6894.902820169413
2022-09-23,NVDA,SELL,12.5028125810828,6894.902820169413
2022-09-23,MSFT,BUY,232.544556990841,370.706065284309
2022-10-07,MSFT,SELL,228.947701032005,370.706065284309
2022-10-07,NVDA,BUY,12.0632761848159,7035.592993575995
2022-11-04,NVDA,SELL,14.1410846035322,7035.592993575995
2022-11-04,MSFT,BUY,216.388027371395,459.78013186199286
2022-11-11,MSFT,SELL,241.526922822826,459.78013186199286
2022-11-11,NVDA,BUY,16.3097971405672,6808.746881804466
2023-06-30,NVDA,SELL,42.2791891355586,6808.746881804466
2023-06-30,MSFT,BUY,335.349752813012,858.4121347257073
2023-07-21,MSFT,SELL,338.530523652226,858.4121347257072
2023-07-21,NVDA,BUY,44.2851068840117,6561.996344261597
2023-07-28,NVDA,SELL,46.7247906029824,6561.996344261597
2023-07-28,MSFT,BUY,333.212826273973,920.1563713848793
2023-08-11,MSFT,SELL,316.117413961663,920.1563713848793
2023-08-11,NVDA,BUY,40.8329694135796,7123.59293825445
2023-08-18,NVDA,SELL,43.275651514835,7123.59293825445
2023-08-18,MSFT,BUY,312.317899883138,987.0651846877475
2023-08-25,MSFT,SELL,318.73241691183,987.0651846877474
2023-08-25,NVDA,BUY,45.9931853255197,6840.354059810766
2024-06-28,NVDA,SELL,123.510445011954,6840.354059810766
2024-06-28,MSFT,BUY,443.561321583799,1904.7088482599834
2025-05-02,MSFT,SELL,434.484153669927,1904.7088482599834
2025-05-02,NVDA,BUY,114.5,7227.649012435461
