date,equity
2024-01-02,138728.97851181717
2024-01-03,135256.69289008214
2024-01-04,135448.97495714258
2024-01-05,135887.5389064375
2024-01-08,137645.5813169811
2024-01-09,136718.88270073722
2024-01-10,135244.98785332756
2024-01-11,133837.49358377978
2024-01-12,132795.88908214768
2024-01-16,132464.5985345199
2024-01-17,130105.29749725101
2024-01-18,129893.46536856025
2024-01-19,136744.43662712097
2024-01-22,136407.2677404767
2024-01-23,137493.6545534257
2024-01-24,138687.07175419125
2024-01-25,140059.11852279896
2024-01-26,139575.53538289844
2024-01-29,141266.50639793015
2024-01-30,140697.92702430594
2024-01-31,138250.39135195722
2024-02-01,142908.18213027256
2024-02-02,143144.4672818517
2024-02-05,144732.0925639349
2024-02-06,146459.16536198882
2024-02-07,146808.14973851494
2024-02-08,148901.10771015077
2024-02-09,149494.96296645165
2024-02-12,150211.5330748685
2024-02-13,148682.53190472283
2024-02-14,152887.88408613473
2024-02-15,156406.85616107972
2024-02-16,152574.71711327092
2024-02-20,151164.48428426948
2024-02-21,148049.54265866958
2024-02-22,155820.5299102908
2024-02-23,153792.07317217352
2024-02-26,154263.43279834063
2024-02-27,154702.47430803077
2024-02-28,154171.5252518221
2024-02-29,156382.4184205205
2024-03-01,159487.73030056932
2024-03-04,164028.51381364456
2024-03-05,162077.54381013752
2024-03-06,165732.64049077992
2024-03-07,167985.33042917243
2024-03-08,166800.35629306085
2024-03-11,164875.53088352535
2024-03-12,167703.109434714
2024-03-13,169027.08598250384
2024-03-14,165121.86619764176
2024-03-15,164282.30313068203
2024-03-18,164672.49753961057
2024-03-19,164127.6572426508
2024-03-20,166771.05970247876
2024-03-21,169833.39415503282
2024-03-22,169091.55928873687
2024-03-25,172423.5152907421
2024-03-26,170808.04524225945
2024-03-27,171734.69851108518
2024-03-28,172786.6990444759
2024-04-01,171197.31617963596
2024-04-02,169122.23404231956
2024-04-03,170311.45029554292
2024-04-04,166392.3706461799
2024-04-05,168843.06455262346
2024-04-08,167871.74677413926
2024-04-09,165119.55651747595
2024-04-10,165541.7423120363
2024-04-11,166872.93595433535
2024-04-12,162658.90209961287
2024-04-15,159512.36318130876
2024-04-16,161526.74959409505
2024-04-17,160719.61903686426
2024-04-18,158490.13792677943
2024-04-19,152345.02608441334
2024-04-22,154274.26962487862
2024-04-23,156222.16256865292
2024-04-24,156334.30006800295
2024-04-25,156852.4151994773
2024-04-26,156459.30944331025
2024-04-29,156538.69427497225
2024-04-30,153414.62239858895
2024-05-01,152801.7885844903
2024-05-02,155937.80053013127
2024-05-03,157258.74990155883
2024-05-06,159603.82212908976
2024-05-07,158413.6807572061
2024-05-08,159530.14200376076
2024-05-09,161583.05737442448
2024-05-10,161298.2341600607
2024-05-13,160887.59030395155
2024-05-14,161876.72831015164
2024-05-15,166613.7830567443
2024-05-16,165182.21865432235
2024-05-17,166002.96303500378
2024-05-20,165769.86357836268
2024-05-21,166479.78645411748
2024-05-22,165561.79112244747
2024-05-23,163889.25243149544
2024-05-24,167876.21896832652
2024-05-28,168282.54525263302
2024-05-29,167849.1723169339
2024-05-30,167010.63766389663
2024-05-31,158323.61495089214
2024-06-03,158216.02124236646
2024-06-04,157119.86648043816
2024-06-05,161960.64104550253
2024-06-06,160792.38915224475
2024-06-07,159085.5125964013
2024-06-10,160642.6704311732
2024-06-11,160742.25373069374
2024-06-12,161342.41333312227
2024-06-13,161102.08065257108
2024-06-14,159689.24301367265
2024-06-17,161817.63840230604
2024-06-18,163962.96923582247
2024-06-20,160021.12308930547
2024-06-21,158451.6178664604
2024-06-24,155832.51398476813
2024-06-25,156476.2847312803
2024-06-26,154895.19517778186
2024-06-27,154595.83349635385
2024-06-28,152807.21247924934
2024-07-01,153357.33128974948
2024-07-02,154189.60568231528
2024-07-03,154387.43225151426
2024-07-05,156148.23322442142
2024-07-08,155962.9563781846
2024-07-09,155127.67199297747
2024-07-10,156243.49735946272
2024-07-11,152845.68693622132
2024-07-12,153883.41777309604
2024-07-15,153750.5029298279
2024-07-16,154913.59258733393
2024-07-17,149213.91254441158
2024-07-18,147801.84722636448
2024-07-19,146513.5727836124
2024-07-22,147260.74851822288
2024-07-23,146561.2811065899
2024-07-24,143958.87446207154
2024-07-25,146040.50021480204
2024-07-26,151891.92684261804
2024-07-29,150851.08542817505
2024-07-30,152909.87924900712
2024-07-31,153105.58841660013
2024-08-01,150827.8803934948
2024-08-02,146707.87486089033
2024-08-05,142938.4265160537
2024-08-06,144140.98194981783
2024-08-07,142266.2678918832
2024-08-08,145154.11308145936
2024-08-09,145674.46109586267
2024-08-12,145771.1273583394
2024-08-13,146114.1285953023
2024-08-14,146713.82262314943
2024-08-15,147055.40195669478
2024-08-16,147793.61882997246
