date,symbol,side,price,quantity
2022-09-23,MSFT,BUY,232.544556990841,143.34170519693652
2022-09-23,AAPL,BUY,148.275953753636,224.8060625441496
2022-09-23,AMZN,BUY,113.78,292.96302806585805
2022-09-30,MSFT,SELL,227.637976307864,143.34170519693652
2022-09-30,AAPL,SELL,136.221078300555,224.8060625441496
2022-09-30,NVDA,BUY,12.1262098051905,3973.1360276321448
2022-09-30,AMZN,BUY,113.0,133.40052109899634
2022-10-07,NVDA,SELL,12.0632761848159,3973.1360276321448
2022-10-07,AMZN,SELL,114.56,144.78404086208835
2022-10-07,MSFT,BUY,228.947701032005,140.89570817160336
2022-10-07,GOOGL,BUY,98.2044296807257,328.4754931731557
2022-10-14,MSFT,SELL,223.396032052062,140.89570817160336
2022-10-14,AMZN,SELL,106.9,281.57950830276604
2022-10-14,NVDA,BUY,11.2151707292919,4152.461441261376
2022-10-14,GOOGL,BUY,96.0946466352946,156.15674848850355
2022-10-21,NVDA,SELL,12.4528652633252,4152.461441261376
2022-10-21,GOOGL,SELL,100.642622351153,235.0245203790048
2022-10-21,MSFT,BUY,236.649664335165,106.15343866874507
2022-10-21,AAPL,BUY,145.161202614492,173.0570922293675
2022-10-21,AMZN,BUY,119.32,210.53616852985283
2022-10-28,MSFT,SELL,230.540873644207,106.15343866874507
2022-10-28,GOOGL,SELL,95.8259478512067,249.6077212826544
2022-10-28,AMZN,SELL,103.41,210.53616852985283
2022-10-28,NVDA,BUY,13.8194238771732,3499.752563586451
2022-10-28,AAPL,BUY,153.509918484287,142.00114387004928
2022-11-04,AAPL,SELL,136.625207404052,315.0582360994168
2022-11-04,NVDA,BUY,14.1410846035322,3043.960068005372
2022-11-11,NVDA,SELL,16.3097971405672,4362.475087727881
2022-11-11,MSFT,BUY,241.526922822826,147.2943117066359
2022-11-11,AAPL,BUY,147.801658826323,240.69785236722956
2022-11-18,MSFT,SELL,236.433232658282,0.17181262326571153
2022-11-18,AAPL,SELL,149.371496084398,7.824453044829412
2022-11-18,NVDA,BUY,15.3927643865377,78.56759454696764
2022-11-25,AAPL,SELL,146.231821568248,232.87339932240016
2022-11-25,NVDA,BUY,16.2528571983236,1015.6371781139517
2022-11-25,MSFT,BUY,242.57881083906,72.33317409636196
2022-12-02,NVDA,SELL,16.86220337753,1643.2982654098753
2022-12-02,MSFT,SELL,249.959385592053,109.35160620845537
2022-12-02,GOOGL,BUY,99.9559476807062,275.3367415337797
2022-12-02,META,BUY,122.91581578025,223.90564433571245
2022-12-09,GOOGL,SELL,92.3826226921541,275.3367415337797
2022-12-09,META,SELL,115.361106558677,223.90564433571245
2022-12-09,NVDA,BUY,16.9871011863823,1472.48366489773
2022-12-09,MSFT,BUY,240.549887898995,109.13787746936873
2022-12-16,MSFT,SELL,239.834374011918,219.24194444064554
2022-12-16,NVDA,BUY,16.5574527239304,3175.7152128891057
2022-12-23,NVDA,SELL,15.1935686512634,6280.342928901821
2022-12-23,META,BUY,117.491156326024,812.1532243581383
2023-01-13,META,SELL,136.343092117408,541.4354829054256
2023-01-13,NVDA,BUY,16.8851845743588,2185.9692322673645
2023-01-13,AMZN,BUY,98.12,376.1770684947396
2023-01-20,AMZN,SELL,97.25,376.1770684947396
2023-01-20,META,SELL,138.721979474399,270.71774145271274
2023-01-20,NVDA,BUY,17.824416096928,4159.3351771590305
2023-02-03,NVDA,SELL,21.0827501342666,4230.202939617597
2023-02-03,MSFT,BUY,253.223305104333,176.09815091160772
2023-02-03,META,BUY,185.662702384728,240.17831919841174
2023-02-10,NVDA,SELL,21.2476152419516,562.1570876369274
2023-02-10,MSFT,SELL,257.879046150377,48.14527836492943
2023-02-10,META,SELL,173.340264945587,49.822288907953826
2023-02-10,AAPL,BUY,149.322130132886,220.97437730880048
2023-02-17,NVDA,SELL,21.3705146858623,12.015021400772548
2023-02-17,AAPL,SELL,150.844917235758,2.6676942750750543
2023-02-17,MSFT,BUY,253.577699994842,1.9104929421048453
2023-02-17,META,BUY,172.076169990199,1.0153463278780148
2023-02-24,MSFT,SELL,244.891243868536,129.86336548878313
2023-02-24,AAPL,SELL,145.070192118375,218.30668303372542
2023-02-24,NVDA,BUY,23.2669630154754,1291.0065120773456
2023-02-24,META,BUY,169.597747597351,197.13936806558678
2023-03-03,NVDA,SELL,23.8704692278497,887.6002444899011
2023-03-03,META,SELL,184.388653925754,136.8021780384242
2023-03-03,AAPL,BUY,149.341906588768,310.77816565678603
2023-03-10,AAPL,SELL,146.840184919764,310.77816565678603
2023-03-10,NVDA,BUY,22.9501667383651,1001.8665968797447
2023-03-10,META,BUY,178.675342867542,126.71987921055252
2023-03-17,NVDA,SELL,25.7083840341582,40.10164183118428
2023-03-17,META,BUY,194.700483640576,5.2950480107667115
2023-03-24,NVDA,SELL,26.7617032478415,1444.5389003584005
2023-03-24,META,SELL,205.052127369741,192.97258315016495
2023-03-24,MSFT,BUY,275.696718931848,141.87285286421593
2023-03-24,AAPL,BUY,158.458852750116,246.8393488992778
2023-03-31,NVDA,SELL,27.7590586323348,9.317618976664972
2023-03-31,MSFT,BUY,283.292454888448,0.4286007304796693
2023-03-31,AAPL,BUY,163.056878742553,0.39295699249074045
2023-03-31,META,BUY,210.954554996083,0.3467791331084941
2023-04-14,AAPL,SELL,163.363413808716,0.2934743699568999
2023-04-14,META,SELL,220.46015092046,8.11328041835749
2023-04-14,NVDA,BUY,26.7407168118953,56.34565710527138
2023-04-14,MSFT,BUY,281.169972396048,1.1732217967278897
2023-04-21,NVDA,SELL,27.1014836393522,30.432500741693715
