date,equity
2024-01-02,164053.41895422747
2024-01-03,160112.67196506646
2024-01-04,158796.98826643653
2024-01-05,158451.341663971
2024-01-08,160595.9485761129
2024-01-09,159616.4331291167
2024-01-10,160514.99094139657
2024-01-11,160838.785171367
2024-01-12,160911.98688930308
2024-01-16,161336.06666780624
2024-01-17,160836.58526410474
2024-01-18,161390.61476186564
2024-01-19,160672.04787096678
2024-01-22,161614.1714393504
2024-01-23,164118.49012441316
2024-01-24,165080.12813674664
2024-01-25,163879.55835954676
2024-01-26,163303.8831064119
2024-01-29,166595.3826865715
2024-01-30,167058.2121245776
2024-01-31,164967.2608172295
2024-02-01,165354.0807244858
2024-02-02,165143.79663607012
2024-02-05,161101.2783925234
2024-02-06,160818.49024878786
2024-02-07,162289.93738779365
2024-02-08,160705.1009173216
2024-02-09,161485.16452514718
2024-02-12,164289.49479167303
2024-02-13,160219.6109461663
2024-02-14,161351.3422166447
2024-02-15,164018.90758286568
2024-02-16,165286.9262698128
2024-02-20,164323.1671930369
2024-02-21,164961.5985932136
2024-02-22,166738.27030870083
2024-02-23,166023.88456171626
2024-02-26,166555.19483707065
2024-02-27,168382.22142549854
2024-02-28,168520.5426329204
2024-02-29,171460.26391099382
2024-03-01,172806.03815205535
2024-03-04,170722.45313764454
2024-03-05,169571.44887946997
2024-03-06,169923.47623532507
2024-03-07,171914.9588743303
2024-03-08,173335.76293740954
2024-03-11,177726.0608086053
2024-03-12,177386.38802263228
2024-03-13,177758.5514837961
2024-03-14,176404.09958219403
2024-03-15,176919.52506061515
2024-03-18,179904.88389331318
2024-03-19,179846.6569925472
2024-03-20,179794.04342416354
2024-03-21,180330.64264504763
2024-03-22,177615.9559401269
2024-03-25,177769.30138738427
2024-03-26,177361.29290350972
2024-03-27,179106.55864868252
2024-03-28,178815.99994548346
2024-04-01,176974.2530010248
2024-04-02,171120.8162554794
2024-04-03,171835.45032895074
2024-04-04,171086.15564562767
2024-04-05,171897.15065569128
2024-04-08,175975.57178971483
2024-04-09,178554.10525065166
2024-04-10,178450.8474355857
2024-04-11,179240.16821938203
2024-04-12,174893.2744235355
2024-04-15,170792.53569502305
2024-04-16,173665.84853448777
2024-04-17,177146.49675996552
2024-04-18,178974.54530934917
2024-04-19,178628.08427273974
2024-04-22,180453.56386687772
2024-04-23,189912.46594324065
2024-04-24,191139.15712357493
2024-04-25,189159.10692969305
2024-04-26,191517.74244937734
2024-04-29,193696.99946040736
2024-04-30,190231.43345647084
2024-05-01,191865.26187144552
2024-05-02,193397.2548665966
2024-05-03,197171.13117036072
2024-05-06,200677.4002968811
2024-05-07,205589.87177801266
2024-05-08,208708.13109761057
2024-05-09,209532.1469844837
2024-05-10,209548.25896851812
2024-05-13,209403.31709273614
2024-05-14,208408.92845065243
2024-05-15,211642.16997515477
2024-05-16,209162.3095672284
2024-05-17,208470.47652390378
2024-05-20,209995.93691373692
2024-05-21,208806.829586687
2024-05-22,206959.70161357234
2024-05-23,204797.8316011141
2024-05-24,203779.28962173266
2024-05-28,203155.73799720846
2024-05-29,201249.674835604
2024-05-30,197728.10380400083
2024-05-31,199711.33185640298
2024-06-03,199154.64977150853
2024-06-04,199625.65517644625
2024-06-05,201485.16633891116
2024-06-06,202265.13272674952
2024-06-07,201865.59353973786
2024-06-10,201299.7310244513
2024-06-11,201783.6795502748
2024-06-12,201784.68730370357
2024-06-13,199406.40397741087
2024-06-14,200279.23372562637
2024-06-17,202338.3520602817
2024-06-18,201272.45977642573
2024-06-20,207651.01126074026
2024-06-21,209803.5968076728
2024-06-24,208703.38916174672
2024-06-25,207890.64611096383
2024-06-26,208388.69303391324
2024-06-27,212547.53557190506
2024-06-28,214127.07039546274
2024-07-01,211361.44551089575
2024-07-02,211470.6033173851
2024-07-03,212101.28809847124
2024-07-05,212267.24517145503
2024-07-08,211245.1664400187
2024-07-09,209719.50097950103
2024-07-10,210990.6609506595
2024-07-11,215682.08441663894
2024-07-12,219352.52488733
2024-07-15,221680.21773073805
2024-07-16,227529.9758259275
2024-07-17,226561.839974072
2024-07-18,225071.75375488802
2024-07-19,222316.99610701375
2024-07-22,226525.10447888589
2024-07-23,225683.90306015575
2024-07-24,224350.21861255908
2024-07-25,225863.9398566191
2024-07-26,228381.72241920166
2024-07-29,231528.76884212275
2024-07-30,234264.55819443593
2024-07-31,232998.82007626543
2024-08-01,232299.31782705695
2024-08-02,227701.22948469908
2024-08-05,223648.31318305366
2024-08-06,225731.1977171641
2024-08-07,218532.27593952935
2024-08-08,227374.37865869552
2024-08-09,225898.85142542105
2024-08-12,227434.2695152053
2024-08-13,231964.7291402349
2024-08-14,233026.82470169358
2024-08-15,241496.62292682994
2024-08-16,243145.22067046238
2024-08-19,249144.72515709721
2024-08-20,244391.43933201215
2024-08-21,247758.48492511082
2024-08-22,243820.98068475054
2024-08-23,247439.90139117168
2024-08-26,239974.5790157093
2024-08-27,237632.31620409363
2024-08-28,225546.83017764613
2024-08-29,226952.79702901933
2024-08-30,231738.2884229223
2024-09-03,220866.5879086745
2024-09-04,216747.46303158958
2024-09-05,215974.73974330997
2024-09-06,210022.08385052418
2024-09-09,216086.41797770606
2024-09-10,217688.09666014012
2024-09-11,228751.4612318676
2024-09-12,227509.0237418612
2024-09-13,230538.1974451236
2024-09-16,232780.91190931574
2024-09-17,236180.20890159745
2024-09-18,235654.39467540663
2024-09-19,232503.33410180244
2024-09-20,231970.50659772614
2024-09-23,232350.6388505051
2024-09-24,231456.13877543664
2024-09-25,230645.31279666163
2024-09-26,229426.70921095775
2024-09-27,231739.7452565601
2024-09-30,228981.63390947494
2024-10-01,226820.5598684586
2024-10-02,225386.6549404528
2024-10-03,223845.3003066261
2024-10-04,227219.69072328982
2024-10-07,231536.57121410043
2024-10-08,232548.13368544148
2024-10-09,235881.07712327875
2024-10-10,235161.36627929128
2024-10-11,240263.75869168574
2024-10-14,247026.7015099604
2024-10-15,239890.51701203227
2024-10-16,241929.90260460996
2024-10-17,240465.23211941562
2024-10-18,244320.7015918791
2024-10-21,241704.0215089713
2024-10-22,240446.18715382443
2024-10-23,238317.6698781887
2024-10-24,237918.09271878927
2024-10-25,239329.45086195035
2024-10-28,240783.89596543426
2024-10-29,243726.81983208837
2024-10-30,243157.1575436956
2024-10-31,229285.26931732934
2024-11-01,231438.49887557956
2024-11-04,231127.55122053248
2024-11-05,235013.7722039647
2024-11-06,233864.10229476535
2024-11-07,237768.53513025583
2024-11-08,234872.94762687982
2024-11-11,229669.6228605769
2024-11-12,224487.93076732126
2024-11-13,220781.37683140993
2024-11-14,216058.86811484746
2024-11-15,209993.15757164423
2024-11-18,214421.4456504669
2024-11-19,224175.78434282207
2024-11-20,221899.7346876102
2024-11-21,229657.44431582006
2024-11-22,236188.61182168656
2024-11-25,243931.70090242237
2024-11-26,238830.89802782453
2024-11-27,240297.00772971503
2024-11-29,238665.90921824338
2024-12-02,249416.380328151
2024-12-03,246535.90152945294
2024-12-04,247364.57375934604
2024-12-05,245222.5321267032
2024-12-06,249818.53245036208
2024-12-09,253352.79082969105
2024-12-10,247157.6412178633
2024-12-11,243854.6990271532
2024-12-12,240427.747706355
2024-12-13,238755.17789340118
2024-12-16,235855.198424794
2024-12-17,234965.0537973306
2024-12-18,229783.7584946829
2024-12-19,227095.04116947993
2024-12-20,228982.95078386206
2024-12-23,230913.7677409131
2024-12-24,234026.93515653565
2024-12-26,232886.5419959815
2024-12-27,230205.4177478567
2024-12-30,226171.69394300468
2024-12-31,225873.31188542384
2025-01-02,225115.21991554735
2025-01-03,230832.07857664104
2025-01-06,234056.16974136728
2025-01-07,233293.0324395221
2025-01-08,233580.0055215346
2025-01-10,231471.65591780533
2025-01-13,235247.56234145485
2025-01-14,236260.34689992908
2025-01-15,238123.7688803745
2025-01-16,239121.2599705334
2025-01-17,239633.62756131662
2025-01-21,240999.95557794665
2025-01-22,240855.7932300139
2025-01-23,242777.62961146949
2025-01-24,239635.23318376121
2025-01-27,243481.94731040625
2025-01-28,238266.7567816232
2025-01-29,237383.5745292439
2025-01-30,239444.87280612817
2025-01-31,237974.2198271583
